"","obs_id","name.x","entry_status","mp_year","other_docs","net_ids","country.x","region","subregion","num_areas","num_nt_areas","size","nt_size","protection","network.x","cc_threat","cc_ap","cons_obj","sp_vs_unit","sp_feat","unit_feat","cc_obj","obj_details","cc_va","other_assess","va_action","va_details","des_net","des_cc","des_res","sci_monitor","social_monitor","cc_monitor","cc_monitor_det","adap_man","adap_design","mp_time","work_plan","am_det","int_man","cc_actions","act_type","act_motive","Notes","x1","mpa_id","search","notes","network.y","name.y","orig_name","country.y","sovereign","sub_locati","designatio","designat_1","designat_2","marine","status","status_yea","no_take","no_take_ar","rep_m_area","calc_m_are","rep_area","calc_area","fishing","fishing_in"
"480",78,"National Marine Sanctuary of American Samoa (Fagatele Bay, Rose Atoll National Wildlife Refuge)","Complete",2014,"Final Restoration Plan for Rose Atoll National Wildlife Refuge 2001 (NR)",NA,"United States - American Samoa","Pacific","Central",1,"1","34838","34838","NT","NS","Yes","Yes","Yes","Both","Extensive and specific objectives; ""priority resources of concern""","Extensive and specific objectivevs","No",NA,"Planned","NS","NS","VA for communities","NS","""Research zone"" specifically for establishing baselines to climate change","NS","Extensive","Extensive","Explicit","Monitor climate change variables including sea level, temperature (air/water/substrate), water quality (pH, conductivity, dissolved oxygen, nitrogen, photosynthetically available light (PAR), phosphorus, iron), the frequency and duration of extreme storm events, and biological responses (phenological, developmental, physiological). More specific actions for tracking changes in habitats and characteristics to provide insight into effects.","Yes",NA,"15","5","5 year reviews, 15-year revision","Yes","Yes",NA,NA,NA,28,8694,"F",NA,NA,"Fagatele Bay Unit of National Marine Sanctuary of American Samoa",NA,"ASM","USA","US-AS","National Marine Sanctuary","National Marine Sanctuary","National",1,"Designated",1986,"All",0.529048164,0,0.529048164,0,0.7088748789,"No","In addition to the prohibitions set forth in § 922.103 and § 922.104, the following regulations apply to activities conducted within specified Sanctuary units described in the appendix to this subpart.
(a) The following activities are prohibited in th"
"481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,4945,"DNE",NA,NA,"Parque Estadual Marinho Da Pedra Da Risca Do Meio","Parque Estadual Marinho Da Pedra Da Risca Do Meio","BRA","BRA","BR-CE","Parque","Park","National",2,"Designated",1999,"All",37.15996745,33,37.15996745,37,37.15996745,"Unknown",NA
"482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,4913,"DNE",NA,NA,"Reserva Extrativista Corumbau","Reserva Extrativista Corumbau","BRA","BRA","Not Reported","Reserva Extrativista","Extractive Reserve","National",2,"Designated",2000,"Part",89.6074833,0,896.074833,895,899.9571287,"Unknown",NA
"483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,3513,"DNE",NA,NA,"Parque Estadual Xixová-Japuí","Parque Estadual Xixová-Japuí","BRA","BRA","BR-SP","Parque","Park","National",1,"Designated",1993,"All",2.565269935,0,2.565269935,8,8.875680648,"Unknown",NA
"484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,3340,"DNE",NA,NA,"Parque Estadual Marinho Da Laje De Santos","Parque Estadual Marinho Da Laje De Santos","BRA","BRA","Not Reported","Parque","Park","National",2,"Designated",1993,"All",51.3934481,0,51.3934481,51,51.3934481,"Unknown",NA
"485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,2409,"DNE",NA,NA,"Parque Estadual Marinho Do Parcel De Manuel Luís","Parque Estadual Marinho Do Parcel De Manuel Luís","BRA","BRA","BR-MA","Parque","Park","National",2,"Designated",1991,"All",451.2813708,452,451.2813708,451,451.2813708,"Unknown",NA
"486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1412,"DNE",NA,NA,"Reserva Biológica De Santa Isabel","Reserva Biológica De Santa Isabel","BRA","BRA","Not Reported","Reserva Biológica","Biological Reserve","National",1,"Designated",1988,"All",1.949358342,21,1.949358342,55,41.10386835,"No","Fishing is prohibited"
"487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,7707499,"DNE",NA,NA,"British Indian Ocean Territory Marine Protected Area (Chagos)","British Indian Ocean Territory Marine Protected Area (Chagos)","IOT","GBR","Not Reported","Marine Protected Area","Marine Protected Area","National",2,"Designated",2010,"All",638103.185,640000,638103.185,640000,638163.7225,"No","No-take marine reserve"
"488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,3309,"DNE","Interim plan in effect",NA,"Three Brothers and Resurgent Islands","Three Brothers and Resurgent Islands","IOT","GBR","Not Reported","Strict Nature Reserve","Strict Nature Reserve","National",2,"Designated",1998,"All",185.510057,187,185.510057,187,186.129825,"No",NA
"489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848,5299,"DNE",NA,NA,"Reserva Biológica Do Parazinho","Reserva Biológica Do Parazinho","BRA","BRA","BR-AP","Reserva Biológica","Biological Reserve","National",2,"Designated",1985,"All",0.1141549834,0,0.1141549834,2,2.76237945,"No","Fishing is Prohibited"
"490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967,921,"DNE",NA,NA,"Farasan Islands","محمية جزر فرسان","SAU","SAU","Not Reported","محمية موارد مستغلة","Resource Use Reserve","National",1,"Designated",1988,"Not Reported",0,4662,4648.164745,5408,5393.925864,"Some Restrictions","Even special natural areas, pelagic trolling is allowed, and this is the minimum of fishing allowed in any part of the MPA. 

Zone Management objectives and locations utilized within the Farasan Islands MPA

Resource use hima - Relatively large areas"
"491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1066,1123,"DNE",NA,NA,"Ethniko Thalassio Parko Zakynthou","Ethniko Thalassio Parko Zakynthou","GRC","GRC","Not Reported","Ethniko Thalassio Parko","National Marine Park","National",1,"Designated",1990,"Part",8.675324476,88,86.75324476,104,104.2263083,"Unknown",NA
"492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1169,6989,"DNE",NA,NA,"Tung Ping Chau","Tung Ping Chau","HKG","CHN","Marine","Marine Park","Marine Park","National",2,"Designated",2001,"Not Reported",0,2,2.592079479,2,3.781611035,"Some Restrictions","...only the Cape D’Aguilar Marine Reserve and core areas in the Tung Ping Chau Marine Park are designated “no-take” zones."
"493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1171,6823,"DNE",NA,NA,"Cape D'Aguilar","Cape D'Aguilar","HKG","CHN","Not Reported","Marine Reserve","Marine Reserve","National",2,"Designated",1996,"Not Reported",0,0,0.1093387507,0,0.1958611421,"No","The biodiversity is rich in Marine Reserve, including numerous kinds of fishes, stony corals, soft corals, gorgonian and marine invertebrates. In order to protect these important habitats, water sports and coastal activities are prohibited."
"494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,14558,"NI-FP",NA,NA,"Adelaide Dolphin Sanctuary","Adelaide Dolphin Sanctuary","AUS","AUS","AU-SA","Dolphin Sanctuary","Dolphin Sanctuary","National",1,"Designated",0,"Part",7.975672086,118,79.75672086,118,118.7503526,"Unknown",NA
"495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,7702747,"NF",NA,NA,"Bales Beach","Bales Beach","AUS","AUS","AU-SA","Aquatic Reserve","Aquatic Reserve","National",1,"Designated",2007,"All",6.885715561,7,6.885715561,7,7.295841432,"No","All fishing is prohibited"
"496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,2747,"NF",NA,NA,"Bales Beach","Bales Beach","AUS","AUS","AU-SA","Aquatic Reserve","Aquatic Reserve","National",1,"Designated",2007,"All",6.885715561,7,6.885715561,7,7.295841432,"No","All fishing is prohibited"
"497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,7704329,"NF",NA,NA,"Barrenjoey","Barrenjoey","AUS","AUS","AU-NSW","Aquatic Reserve","Aquatic Reserve","National",1,"Designated",2002,"Part",0.0189944692,0,0.189944692,0,0.2476969869,"Some Restrictions","Line fishing and spearfishing (subject to normal restrictions) and collection of rock lobster, sea lettuce and baitweed are allowed. The collection of cunjevoi (tunicates), and all invertebrates (aside from rock lobster), and the taking of abalone are al"
"498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,4329,"NF",NA,NA,"Barrenjoey","Barrenjoey","AUS","AUS","AU-NSW","Aquatic Reserve","Aquatic Reserve","National",1,"Designated",2002,"Part",0.0189944692,0,0.189944692,0,0.2476969869,"Some Restrictions","Line fishing and spearfishing (subject to normal restrictions) and collection of rock lobster, sea lettuce and baitweed are allowed. The collection of cunjevoi (tunicates), and all invertebrates (aside from rock lobster), and the taking of abalone are al"
"499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,7703893,"NF",NA,NA,"Barwon Bluff","Barwon Bluff","AUS","AUS","AU-VIC","Marine Sanctuary","Marine Sanctuary","National",1,"Designated",2002,"Part",0.17,0,0.1110168291,0,0.1571926214,"No","All fishing prohibited"
"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,3893,"NF",NA,NA,"Barwon Bluff","Barwon Bluff","AUS","AUS","AU-VIC","Marine Sanctuary","Marine Sanctuary","National",1,"Designated",2002,"Part",0.01110168291,0,0.1110168291,0,0.1571926214,"No","All fishing prohibited"
"501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,14559,"NF",NA,NA,"Bass Pyramid","Bass Pyramid","AUS","AUS","AU-TAS","Nature Reserve","Nature Reserve","National",2,"Designated",1999,"All",0.0005898000245,0,0.0005898000245,0,0.02198786121,"Unknown",NA
"502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,15529,"NF",NA,NA,"Battery Island","Battery Island","AUS","AUS","AU-TAS","Conservation Area","Conservation Area","National",2,"Designated",2012,"Part",0.001901323306,0,0.01901323306,0,0.01901323306,"Unknown",NA
"503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,7703897,"NF",NA,NA,"Beware Reef","Beware Reef","AUS","AUS","AU-VIC","Marine Sanctuary","Marine Sanctuary","National",2,"Designated",2002,"All",2.199730813,2,2.199730813,2,2.199730813,"No","All fishing prohibited."
"504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,3897,"NF",NA,NA,"Beware Reef","Beware Reef","AUS","AUS","AU-VIC","Marine Sanctuary","Marine Sanctuary","National",2,"Designated",2002,"All",2.199730813,2,2.199730813,2,2.199730813,"No","All fishing prohibited."
"505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,4405,"NF",NA,"Small Bass Strait","Black Pyramid Rock","Black Pyramid Rock","AUS","AUS","AU-TAS","Nature Reserve","Nature Reserve","National",2,"Designated",1999,"All",0.002643269489,0,0.002643269489,0,0.1446523172,"Unknown",NA
"506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,15533,"NF",NA,NA,"Bligh Point","Bligh Point","AUS","AUS","AU-TAS","Conservation Area","Conservation Area","National",1,"Designated",2011,"Part",0.006618521413,0,0.06618521413,0,0.1083500885,"Unknown",NA
"507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,7704330,"NF",NA,NA,"Boat Harbour","Boat Harbour","AUS","AUS","AU-NSW","Aquatic Reserve","Aquatic Reserve","National",1,"Designated",2002,"Part",0.05769018878,0,0.5769018878,0,0.6624657473,"Some Restrictions","Line fishing and spearfishing (subject to normal restrictions) and collection of rock lobster, sea lettuce and baitweed are allowed. Prohibited: the collection of cunjevoi (tunicates), all invertebrates (except for rock lobster), and the taking of abalon"
"508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,4330,"NF",NA,NA,"Boat Harbour","Boat Harbour","AUS","AUS","AU-NSW","Aquatic Reserve","Aquatic Reserve","National",1,"Designated",2002,"Part",0.05769018878,0,0.5769018878,0,0.6624657473,"Some Restrictions","Line fishing and spearfishing (subject to normal restrictions) and collection of rock lobster, sea lettuce and baitweed are allowed. Prohibited: the collection of cunjevoi (tunicates), all invertebrates (except for rock lobster), and the taking of abalon"
"509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,61,"ID",NA,NA,"Bouddi","Bouddi","AUS","AUS","AU-NSW","National Park","National Park","National",1,"Designated",2006,"All",2.96506167,0,2.96506167,16,16.17738687,"No","All fishing is prohibited in the 2.873 sq. km marine extension. Fishing is allowed in all other areas of the park, but is limited by park boundaries to streams, beaches and rocky intertidal areas."
"510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,14203,"NF",NA,NA,"Brother and Sister","Brother and Sister","AUS","AUS","AU-TAS","Conservation Area","Conservation Area","National",1,"Designated",2007,"Part",0.001266321512,0,0.01266321512,0,0.01266321512,"Unknown",NA
"511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,7703913,"NF",NA,NA,"Bunurong","Bunurong","AUS","AUS","AU-VIC","Marine National Park","Marine National Park","National",2,"Designated",2002,"All",20.36194483,20,20.36194483,20,20.47965299,"No","All fishing is prohibited"
"512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,3913,"NF",NA,NA,"Bunurong","Bunurong","AUS","AUS","AU-VIC","Marine National Park","Marine National Park","National",2,"Designated",2002,"All",20.36194483,20,20.36194483,20,20.47965299,"No","All fishing is prohibited"
"513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,7704333,"NF",NA,NA,"Cape Banks","Cape Banks","AUS","AUS","AU-NSW","Aquatic Reserve","Aquatic Reserve","National",1,"Designated",2002,"Part",0.01519739319,0,0.1519739319,0,0.2319094841,"Some Restrictions","Line fishing and spearfishing (subject to normal restrictions), along with collection of rock lobster, sea lettuce and baitweed are all allowed. Prohibited fishing: collection of cunjevoi (tunicates), all invertebrates (except rock lobster), and the taki"
"514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,4333,"NF",NA,NA,"Cape Banks","Cape Banks","AUS","AUS","AU-NSW","Aquatic Reserve","Aquatic Reserve","National",1,"Designated",2002,"Part",0.01519739319,0,0.1519739319,0,0.2319094841,"Some Restrictions","Line fishing and spearfishing (subject to normal restrictions), along with collection of rock lobster, sea lettuce and baitweed are all allowed. Prohibited fishing: collection of cunjevoi (tunicates), all invertebrates (except rock lobster), and the taki"
"515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,4020,"NF",NA,NA,"Cape Byron - Sanctuary Zone","Cape Byron","AUS","AUS","AU-NSW","Marine Park","Marine Park","National",2,"Designated",2002,"All",60.72121965,61,60.72121965,61,61.66277002,"Some Restrictions","Sanctuary zone: all fishing prohibited."
"516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,7703884,"NF",NA,NA,"Cape Howe","Cape Howe","AUS","AUS","AU-VIC","Marine National Park","Marine National Park","National",2,"Designated",2002,"All",40.29077905,40,40.29077905,40,40.53122484,"No","All fishing prohibited."
"517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,3884,"NF",NA,NA,"Cape Howe","Cape Howe","AUS","AUS","AU-VIC","Marine National Park","Marine National Park","National",2,"Designated",2002,"All",40.29077905,40,40.29077905,40,40.53122484,"No","All fishing prohibited."
"518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,4419,"NF",NA,NA,"Cape Portland","Cape Portland","AUS","AUS","AU-TAS","Conservation Area","Conservation Area","National",1,"Designated",2012,"Part",0.05027267321,1,0.5027267321,1,1.629832289,"Unknown",NA
"519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,15544,"NF",NA,NA,"Cataraqui Point","Cataraqui Point","AUS","AUS","AU-TAS","Conservation Area","Conservation Area","National",2,"Designated",2011,"Part",0.0279121282,3,0.279121282,3,3.047403616,"Unknown",NA
"520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,159,"NF",NA,NA,"Chappell Islands","Chappell Islands","AUS","AUS","AU-TAS","Nature Reserve","Nature Reserve","National",1,"Designated",1999,"Part",0.1014107156,2,1.014107156,2,2.502454626,"Unknown",NA
"521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,7703907,"NF",NA,NA,"Churchill Island","Churchill Island","AUS","AUS","AU-VIC","Marine National Park","Marine National Park","National",1,"Designated",2002,"All",5.682620606,6,5.682620606,6,6.700997813,"No","All fishing prohibited."
"522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,3907,"NF",NA,NA,"Churchill Island","Churchill Island","AUS","AUS","AU-VIC","Marine National Park","Marine National Park","National",1,"Designated",2002,"All",5.682620606,6,5.682620606,6,6.700997813,"No","All fishing prohibited."
"523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,68808770,"NF",NA,NA,"Cook Island","Cook Island","AUS","AUS","AU-NSW","Aquatic Reserve","Aquatic Reserve","National",2,"Designated",1998,"Part",0.04470737092,0,0.4470737092,0,0.4470737152,"Unknown",NA
"524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,7704795,"NF",NA,NA,"Cook Island",NA,"AUS","AUS","AU-NSW","Aquatic Reserve","Aquatic Reserve","National",1,"Designated",1998,"Part",0.289,0.73,0.7290975846,0.78,0.7371700196,"Some Restrictions","There is a 0.289 sq. km no-take zone defined by five marker buoys around Cook Island. Fishing (except by setlines) is allowed outside this exclusion zone."
"525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,4795,"NF",NA,NA,"Cook Island","Cook Island","AUS","AUS","AU-NSW","Aquatic Reserve","Aquatic Reserve","National",1,"Designated",1998,"All",0.2820207417,0,0.2820207417,0,0.2900916678,"Some Restrictions","There is a 0.289 sq. km no-take zone defined by five marker buoys around Cook Island. Fishing (except by setlines) is allowed outside this exclusion zone."
"526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,7704001,"NF",NA,NA,"Corner Inlet","Corner Inlet","AUS","AUS","AU-VIC","Marine National Park","Marine National Park","National",2,"Designated",2002,"All",13.92313233,14,13.92313233,14,14.14338339,"No","All fishing is prohibited"
"527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,7703906,"NF",NA,NA,"Discovery Bay","Discovery Bay","AUS","AUS","AU-VIC","Marine National Park","Marine National Park","National",2,"Designated",2002,"All",28.22174182,28,28.22174182,28,28.32982503,"No","All fishing is prohibited."
