Table S4. All results for each management plan,,,,
Plan ID,Component,Criteria,Climate Change Inclusion,Value
21,climate change,climate_plan,climate action,0
21,climate change,climate_some,climate action,1
21,objectives,obj_cons_any,general awareness,1
21,objectives,obj_cons_sp,recommended action,1
21,objectives,obj_cons_unit,recommended action,1
21,objectives,obj_cons_both,recommended action,1
21,objectives,obj_mgmt_any,general awareness,1
21,objectives,obj_mgmt_lt,recommended action,1
21,objectives,obj_mgmt_eco,recommended action,1
21,objectives,obj_mgmt_monitor,recommended action,0
21,objectives,obj_mgmt_res,recommended action,0
21,objectives,obj_mgmt_ref,recommended action,0
21,objectives,obj_cc_any,climate action,0
21,objectives,obj_cc_gen,climate action,0
21,assessments,assess_threat,general awareness,1
21,assessments,assess_any,recommended action,1
21,assessments,assess_any_planned,recommended action,0
21,assessments,assess_any_both,recommended action,1
21,assessments,assess_climate,climate action,0
21,assessments,assess_cc_planned,climate action,0
21,assessments,assess_cc_both,climate action,0
21,assessments,assess_all,recommended action,1
21,design,design_any,general awareness,1
21,design,design_type_zoning,general awareness,1
21,design,design_type_boundaries,general awareness,0
21,design,design_resilience_all,recommended action,1
21,design,design_cc_all,climate action,0
21,design,design_cc_planned,climate action,0
21,design,design_cc_current,climate action,0
21,design,design_cc_resilient_all,climate action,0
21,design,design_cc_critical_all,climate action,0
21,design,design_cc_connect_all,climate action,0
21,design,design_cc_shifting_all,climate action,0
21,design,design_cc_refugia_all,climate action,0
21,design,design_adaptive_any,recommended action,1
21,design,design_adaptive_fully,recommended action,0
21,design,design_adaptive_zoning,recommended action,1
21,design,design_adaptive_both,recommended action,0
21,design,design_cc_adaptive,climate action,0
21,monitoring,monitor_any,general awareness,0
21,monitoring,monitor_planned,general awareness,0
21,monitoring,monitor_sci,recommended action,0
21,monitoring,monitor_soc,recommended action,0
21,monitoring,monitor_cc_explicit,climate action,0
21,monitoring,monitor_cc_implicit,recommended action,0
21,monitoring,monitor_cc_all,recommended action,0
21,monitoring,monitor_cc_research,climate action,0
21,adaptive management,mgmt_adapt,general awareness,1
21,adaptive management,mgmt_adapt_anymitigation,climate action,1
21,adaptive management,mgmt_adapt_protection,climate action,1
21,adaptive management,mgmt_adapt_green,climate action,0
21,adaptive management,mgmt_adapt_awareness,climate action,0
21,adaptive management,mgmt_adapt_limitation,climate action,0
21,adaptive management,threat_any,general awareness,1
21,adaptive management,threat_any_strat,recommended action,1
21,adaptive management,threat_any_cc,climate action,0
21,adaptive management,threat_compliance,general awareness,1
21,adaptive management,threat_compliance_strat,recommended action,0
21,adaptive management,threat_compliance_cc,climate action,0
21,adaptive management,threat_tourism,general awareness,0
21,adaptive management,threat_tourism_strat,recommended action,0
21,adaptive management,threat_tourism_cc,climate action,0
21,adaptive management,threat_pollution,general awareness,1
21,adaptive management,threat_pollution_strat,recommended action,1
21,adaptive management,threat_pollution_cc,climate action,0
21,adaptive management,threat_invasive,general awareness,1
21,adaptive management,threat_invasive_strat,recommended action,1
21,adaptive management,threat_invasive_cc,climate action,0
21,adaptive management,threat_habitat,general awareness,1
21,adaptive management,threat_habitat_strat,recommended action,1
21,adaptive management,threat_habitat_cc,climate action,0
22,climate change,climate_mention,climate action,1
22,climate change,climate_mention_only,climate action,1
22,climate change,climate_plan,climate action,0
22,climate change,climate_some,climate action,0
22,objectives,obj_cons_any,general awareness,1
22,objectives,obj_cons_sp,recommended action,1
22,objectives,obj_cons_unit,recommended action,1
22,objectives,obj_cons_both,recommended action,1
22,objectives,obj_mgmt_any,general awareness,1
22,objectives,obj_mgmt_lt,recommended action,1
22,objectives,obj_mgmt_eco,recommended action,1
22,objectives,obj_mgmt_monitor,recommended action,1
22,objectives,obj_mgmt_res,recommended action,0
22,objectives,obj_mgmt_ref,recommended action,0
22,objectives,obj_cc_any,climate action,0
22,objectives,obj_cc_gen,climate action,0
22,assessments,assess_threat,general awareness,1
22,assessments,assess_any,recommended action,0
22,assessments,assess_any_planned,recommended action,0
22,assessments,assess_any_both,recommended action,0
22,assessments,assess_climate,climate action,0
22,assessments,assess_cc_planned,climate action,0
22,assessments,assess_cc_both,climate action,0
22,assessments,assess_all,recommended action,0
22,design,design_any,general awareness,1
22,design,design_type_zoning,general awareness,1
22,design,design_type_boundaries,general awareness,0
22,design,design_resilience_all,recommended action,1
22,design,design_cc_all,climate action,0
22,design,design_cc_planned,climate action,0
22,design,design_cc_current,climate action,0
22,design,design_cc_resilient_all,climate action,0
22,design,design_cc_critical_all,climate action,0
22,design,design_cc_connect_all,climate action,0
22,design,design_cc_shifting_all,climate action,0
22,design,design_cc_refugia_all,climate action,0
22,design,design_adaptive_any,recommended action,0
22,design,design_adaptive_fully,recommended action,0
22,design,design_adaptive_zoning,recommended action,0
22,design,design_adaptive_both,recommended action,0
22,design,design_cc_adaptive,climate action,0
22,monitoring,monitor_any,general awareness,1
22,monitoring,monitor_planned,general awareness,0
22,monitoring,monitor_sci,recommended action,1
22,monitoring,monitor_soc,recommended action,0
22,monitoring,monitor_cc_explicit,climate action,0
22,monitoring,monitor_cc_implicit,recommended action,1
22,monitoring,monitor_cc_all,recommended action,1
22,monitoring,monitor_cc_research,climate action,0
22,adaptive management,mgmt_adapt,general awareness,1
22,adaptive management,mgmt_adapt_anymitigation,climate action,0
22,adaptive management,mgmt_adapt_protection,climate action,0
22,adaptive management,mgmt_adapt_green,climate action,0
22,adaptive management,mgmt_adapt_awareness,climate action,0
22,adaptive management,mgmt_adapt_limitation,climate action,0
22,adaptive management,threat_any,general awareness,1
22,adaptive management,threat_any_strat,recommended action,1
22,adaptive management,threat_any_cc,climate action,0
22,adaptive management,threat_compliance,general awareness,1
22,adaptive management,threat_compliance_strat,recommended action,1
22,adaptive management,threat_compliance_cc,climate action,0
22,adaptive management,threat_tourism,general awareness,0
22,adaptive management,threat_tourism_strat,recommended action,0
22,adaptive management,threat_tourism_cc,climate action,0
22,adaptive management,threat_pollution,general awareness,0
22,adaptive management,threat_pollution_strat,recommended action,0
22,adaptive management,threat_pollution_cc,climate action,0
22,adaptive management,threat_invasive,general awareness,1
22,adaptive management,threat_invasive_strat,recommended action,1
22,adaptive management,threat_invasive_cc,climate action,0
22,adaptive management,threat_habitat,general awareness,1
22,adaptive management,threat_habitat_strat,recommended action,1
22,adaptive management,threat_habitat_cc,climate action,0
23,climate change,climate_mention,climate action,0
23,climate change,climate_mention_only,climate action,0
23,climate change,climate_plan,climate action,0
23,climate change,climate_some,climate action,0
23,objectives,obj_cons_any,general awareness,1
23,objectives,obj_cons_sp,recommended action,1
23,objectives,obj_cons_unit,recommended action,1
23,objectives,obj_cons_both,recommended action,1
23,objectives,obj_mgmt_any,general awareness,1
23,objectives,obj_mgmt_lt,recommended action,1
23,objectives,obj_mgmt_eco,recommended action,1
23,objectives,obj_mgmt_monitor,recommended action,0
23,objectives,obj_mgmt_res,recommended action,0
23,objectives,obj_mgmt_ref,recommended action,0
23,objectives,obj_cc_any,climate action,0
23,objectives,obj_cc_gen,climate action,0
23,assessments,assess_threat,general awareness,1
23,assessments,assess_any,recommended action,0
23,assessments,assess_any_planned,recommended action,0
23,assessments,assess_any_both,recommended action,0
23,assessments,assess_climate,climate action,0
23,assessments,assess_cc_planned,climate action,0
23,assessments,assess_cc_both,climate action,0
23,assessments,assess_all,recommended action,0
23,design,design_any,general awareness,0
23,design,design_type_zoning,general awareness,0
23,design,design_type_boundaries,general awareness,0
23,design,design_resilience_all,recommended action,0
23,design,design_cc_all,climate action,0
23,design,design_cc_planned,climate action,0
23,design,design_cc_current,climate action,0
23,design,design_cc_resilient_all,climate action,0
23,design,design_cc_critical_all,climate action,0
23,design,design_cc_connect_all,climate action,0
23,design,design_cc_shifting_all,climate action,0
23,design,design_cc_refugia_all,climate action,0
23,design,design_adaptive_any,recommended action,1
23,design,design_adaptive_fully,recommended action,0
23,design,design_adaptive_zoning,recommended action,1
23,design,design_adaptive_both,recommended action,0
23,design,design_cc_adaptive,climate action,0
23,monitoring,monitor_any,general awareness,1
23,monitoring,monitor_planned,general awareness,0
23,monitoring,monitor_sci,recommended action,1
23,monitoring,monitor_soc,recommended action,1
23,monitoring,monitor_cc_explicit,climate action,0
23,monitoring,monitor_cc_implicit,recommended action,1
23,monitoring,monitor_cc_all,recommended action,1
23,monitoring,monitor_cc_research,climate action,0
23,adaptive management,mgmt_adapt,general awareness,1
23,adaptive management,mgmt_adapt_anymitigation,climate action,0
23,adaptive management,mgmt_adapt_protection,climate action,0
23,adaptive management,mgmt_adapt_green,climate action,0
23,adaptive management,mgmt_adapt_awareness,climate action,0
23,adaptive management,mgmt_adapt_limitation,climate action,0
23,adaptive management,threat_any,general awareness,1
23,adaptive management,threat_any_strat,recommended action,1
23,adaptive management,threat_any_cc,climate action,0
23,adaptive management,threat_compliance,general awareness,1
23,adaptive management,threat_compliance_strat,recommended action,1
23,adaptive management,threat_compliance_cc,climate action,0
23,adaptive management,threat_tourism,general awareness,0
23,adaptive management,threat_tourism_strat,recommended action,0
23,adaptive management,threat_tourism_cc,climate action,0
23,adaptive management,threat_pollution,general awareness,1
23,adaptive management,threat_pollution_strat,recommended action,1
23,adaptive management,threat_pollution_cc,climate action,0
23,adaptive management,threat_invasive,general awareness,0
23,adaptive management,threat_invasive_strat,recommended action,0
23,adaptive management,threat_invasive_cc,climate action,0
23,adaptive management,threat_habitat,general awareness,1
23,adaptive management,threat_habitat_strat,recommended action,1
23,adaptive management,threat_habitat_cc,climate action,0
24,climate change,climate_mention,climate action,0
24,climate change,climate_mention_only,climate action,0
24,climate change,climate_plan,climate action,0
24,climate change,climate_some,climate action,0
24,objectives,obj_cons_any,general awareness,1
24,objectives,obj_cons_sp,recommended action,1
24,objectives,obj_cons_unit,recommended action,1
24,objectives,obj_cons_both,recommended action,1
24,objectives,obj_mgmt_any,general awareness,1
24,objectives,obj_mgmt_lt,recommended action,1
24,objectives,obj_mgmt_eco,recommended action,1
24,objectives,obj_mgmt_monitor,recommended action,0
24,objectives,obj_mgmt_res,recommended action,0
24,objectives,obj_mgmt_ref,recommended action,0
24,objectives,obj_cc_any,climate action,0
24,objectives,obj_cc_gen,climate action,0
24,assessments,assess_threat,general awareness,1
24,assessments,assess_any,recommended action,0
24,assessments,assess_any_planned,recommended action,0
24,assessments,assess_any_both,recommended action,0
24,assessments,assess_climate,climate action,0
24,assessments,assess_cc_planned,climate action,0
24,assessments,assess_cc_both,climate action,0
24,assessments,assess_all,recommended action,0
24,design,design_any,general awareness,0
24,design,design_type_zoning,general awareness,0
24,design,design_type_boundaries,general awareness,0
24,design,design_resilience_all,recommended action,0
24,design,design_cc_all,climate action,0
24,design,design_cc_planned,climate action,0
24,design,design_cc_current,climate action,0
24,design,design_cc_resilient_all,climate action,0
24,design,design_cc_critical_all,climate action,0
24,design,design_cc_connect_all,climate action,0
24,design,design_cc_shifting_all,climate action,0
24,design,design_cc_refugia_all,climate action,0
24,design,design_adaptive_any,recommended action,0
24,design,design_adaptive_fully,recommended action,0
24,design,design_adaptive_zoning,recommended action,0
24,design,design_adaptive_both,recommended action,0
24,design,design_cc_adaptive,climate action,0
24,monitoring,monitor_any,general awareness,1
24,monitoring,monitor_planned,general awareness,0
24,monitoring,monitor_sci,recommended action,1
24,monitoring,monitor_soc,recommended action,0
24,monitoring,monitor_cc_explicit,climate action,0
24,monitoring,monitor_cc_implicit,recommended action,0
24,monitoring,monitor_cc_all,recommended action,0
24,monitoring,monitor_cc_research,climate action,0
24,adaptive management,mgmt_adapt,general awareness,1
24,adaptive management,mgmt_adapt_anymitigation,climate action,0
24,adaptive management,mgmt_adapt_protection,climate action,0
24,adaptive management,mgmt_adapt_green,climate action,0
24,adaptive management,mgmt_adapt_awareness,climate action,0
24,adaptive management,mgmt_adapt_limitation,climate action,0
24,adaptive management,threat_any,general awareness,1
24,adaptive management,threat_any_strat,recommended action,1
24,adaptive management,threat_any_cc,climate action,0
24,adaptive management,threat_compliance,general awareness,1
24,adaptive management,threat_compliance_strat,recommended action,1
24,adaptive management,threat_compliance_cc,climate action,0
24,adaptive management,threat_tourism,general awareness,0
24,adaptive management,threat_tourism_strat,recommended action,0
24,adaptive management,threat_tourism_cc,climate action,0
24,adaptive management,threat_pollution,general awareness,0
24,adaptive management,threat_pollution_strat,recommended action,0
24,adaptive management,threat_pollution_cc,climate action,0
24,adaptive management,threat_invasive,general awareness,0
24,adaptive management,threat_invasive_strat,recommended action,0
24,adaptive management,threat_invasive_cc,climate action,0
24,adaptive management,threat_habitat,general awareness,0
24,adaptive management,threat_habitat_strat,recommended action,0
24,adaptive management,threat_habitat_cc,climate action,0
25,climate change,climate_mention,climate action,0
25,climate change,climate_mention_only,climate action,0
25,climate change,climate_plan,climate action,0
25,climate change,climate_some,climate action,0
25,objectives,obj_cons_any,general awareness,1
25,objectives,obj_cons_sp,recommended action,1
25,objectives,obj_cons_unit,recommended action,1
25,objectives,obj_cons_both,recommended action,1
25,objectives,obj_mgmt_any,general awareness,1
25,objectives,obj_mgmt_lt,recommended action,1
25,objectives,obj_mgmt_eco,recommended action,1
25,objectives,obj_mgmt_monitor,recommended action,1
25,objectives,obj_mgmt_res,recommended action,0
25,objectives,obj_mgmt_ref,recommended action,0
25,objectives,obj_cc_any,climate action,0
25,objectives,obj_cc_gen,climate action,0
25,assessments,assess_threat,general awareness,1
25,assessments,assess_any,recommended action,0
25,assessments,assess_any_planned,recommended action,0
25,assessments,assess_any_both,recommended action,0
25,assessments,assess_climate,climate action,0
25,assessments,assess_cc_planned,climate action,0
25,assessments,assess_cc_both,climate action,0
25,assessments,assess_all,recommended action,0
25,design,design_any,general awareness,1
25,design,design_type_zoning,general awareness,1
25,design,design_type_boundaries,general awareness,0
25,design,design_resilience_all,recommended action,0
25,design,design_cc_all,climate action,0
25,design,design_cc_planned,climate action,0
25,design,design_cc_current,climate action,0
25,design,design_cc_resilient_all,climate action,0
25,design,design_cc_critical_all,climate action,0
25,design,design_cc_connect_all,climate action,0
25,design,design_cc_shifting_all,climate action,0
25,design,design_cc_refugia_all,climate action,0
25,design,design_adaptive_any,recommended action,0
25,design,design_adaptive_fully,recommended action,0
25,design,design_adaptive_zoning,recommended action,0
25,design,design_adaptive_both,recommended action,0
25,design,design_cc_adaptive,climate action,0
25,monitoring,monitor_any,general awareness,1
25,monitoring,monitor_planned,general awareness,0
25,monitoring,monitor_sci,recommended action,1
25,monitoring,monitor_soc,recommended action,1
25,monitoring,monitor_cc_explicit,climate action,0
25,monitoring,monitor_cc_implicit,recommended action,1
25,monitoring,monitor_cc_all,recommended action,1
25,monitoring,monitor_cc_research,climate action,0
25,adaptive management,mgmt_adapt,general awareness,1
25,adaptive management,mgmt_adapt_anymitigation,climate action,0
25,adaptive management,mgmt_adapt_protection,climate action,0
25,adaptive management,mgmt_adapt_green,climate action,0
25,adaptive management,mgmt_adapt_awareness,climate action,0
25,adaptive management,mgmt_adapt_limitation,climate action,0
25,adaptive management,threat_any,general awareness,1
25,adaptive management,threat_any_strat,recommended action,1
25,adaptive management,threat_any_cc,climate action,0
25,adaptive management,threat_compliance,general awareness,1
25,adaptive management,threat_compliance_strat,recommended action,0
25,adaptive management,threat_compliance_cc,climate action,0
25,adaptive management,threat_tourism,general awareness,1
25,adaptive management,threat_tourism_strat,recommended action,0
25,adaptive management,threat_tourism_cc,climate action,0
25,adaptive management,threat_pollution,general awareness,1
25,adaptive management,threat_pollution_strat,recommended action,1
25,adaptive management,threat_pollution_cc,climate action,0
25,adaptive management,threat_invasive,general awareness,1
25,adaptive management,threat_invasive_strat,recommended action,1
25,adaptive management,threat_invasive_cc,climate action,0
25,adaptive management,threat_habitat,general awareness,0
25,adaptive management,threat_habitat_strat,recommended action,0
25,adaptive management,threat_habitat_cc,climate action,0
26,climate change,climate_mention,climate action,1
26,climate change,climate_mention_only,climate action,0
26,climate change,climate_plan,climate action,1
26,climate change,climate_some,climate action,0
26,objectives,obj_cons_any,general awareness,1
26,objectives,obj_cons_sp,recommended action,1
26,objectives,obj_cons_unit,recommended action,1
26,objectives,obj_cons_both,recommended action,1
26,objectives,obj_mgmt_any,general awareness,1
26,objectives,obj_mgmt_lt,recommended action,1
26,objectives,obj_mgmt_eco,recommended action,1
26,objectives,obj_mgmt_monitor,recommended action,1
26,objectives,obj_mgmt_res,recommended action,1
26,objectives,obj_mgmt_ref,recommended action,0
26,objectives,obj_cc_any,climate action,1
26,objectives,obj_cc_gen,climate action,0
26,assessments,assess_threat,general awareness,1
26,assessments,assess_any,recommended action,NA
26,assessments,assess_any_planned,recommended action,1
26,assessments,assess_any_both,recommended action,1
26,assessments,assess_climate,climate action,0
26,assessments,assess_cc_planned,climate action,0
26,assessments,assess_cc_both,climate action,0
26,assessments,assess_all,recommended action,1
26,design,design_any,general awareness,1
26,design,design_type_zoning,general awareness,1
26,design,design_type_boundaries,general awareness,0
26,design,design_resilience_all,recommended action,1
26,design,design_cc_all,climate action,1
26,design,design_cc_planned,climate action,0
26,design,design_cc_current,climate action,1
26,design,design_cc_resilient_all,climate action,1
26,design,design_cc_critical_all,climate action,1
26,design,design_cc_connect_all,climate action,0
26,design,design_cc_shifting_all,climate action,0
26,design,design_cc_refugia_all,climate action,0
26,design,design_adaptive_any,recommended action,1
26,design,design_adaptive_fully,recommended action,0
26,design,design_adaptive_zoning,recommended action,1
26,design,design_adaptive_both,recommended action,0
26,design,design_cc_adaptive,climate action,0
26,monitoring,monitor_any,general awareness,1
26,monitoring,monitor_planned,general awareness,0
26,monitoring,monitor_sci,recommended action,1
26,monitoring,monitor_soc,recommended action,1
26,monitoring,monitor_cc_explicit,climate action,1
26,monitoring,monitor_cc_implicit,recommended action,0
26,monitoring,monitor_cc_all,recommended action,1
26,monitoring,monitor_cc_research,climate action,1
26,adaptive management,mgmt_adapt,general awareness,1
26,adaptive management,mgmt_adapt_anymitigation,climate action,1
26,adaptive management,mgmt_adapt_protection,climate action,1
26,adaptive management,mgmt_adapt_green,climate action,0
26,adaptive management,mgmt_adapt_awareness,climate action,1
26,adaptive management,mgmt_adapt_limitation,climate action,0
26,adaptive management,threat_any,general awareness,1
26,adaptive management,threat_any_strat,recommended action,1
26,adaptive management,threat_any_cc,climate action,1
26,adaptive management,threat_compliance,general awareness,1
26,adaptive management,threat_compliance_strat,recommended action,1
26,adaptive management,threat_compliance_cc,climate action,0
26,adaptive management,threat_tourism,general awareness,1
26,adaptive management,threat_tourism_strat,recommended action,1
26,adaptive management,threat_tourism_cc,climate action,0
26,adaptive management,threat_pollution,general awareness,1
26,adaptive management,threat_pollution_strat,recommended action,1
26,adaptive management,threat_pollution_cc,climate action,0
26,adaptive management,threat_invasive,general awareness,1
26,adaptive management,threat_invasive_strat,recommended action,1
26,adaptive management,threat_invasive_cc,climate action,0
26,adaptive management,threat_habitat,general awareness,1
26,adaptive management,threat_habitat_strat,recommended action,1
26,adaptive management,threat_habitat_cc,climate action,1
27,climate change,climate_mention,climate action,1
27,climate change,climate_mention_only,climate action,0
27,climate change,climate_plan,climate action,1
27,climate change,climate_some,climate action,0
27,objectives,obj_cons_any,general awareness,1
27,objectives,obj_cons_sp,recommended action,1
27,objectives,obj_cons_unit,recommended action,1
27,objectives,obj_cons_both,recommended action,1
27,objectives,obj_mgmt_any,general awareness,1
27,objectives,obj_mgmt_lt,recommended action,1
27,objectives,obj_mgmt_eco,recommended action,1
27,objectives,obj_mgmt_monitor,recommended action,1
27,objectives,obj_mgmt_res,recommended action,0
27,objectives,obj_mgmt_ref,recommended action,0
27,objectives,obj_cc_any,climate action,1
27,objectives,obj_cc_gen,climate action,1
27,assessments,assess_threat,general awareness,1
27,assessments,assess_any,recommended action,0
27,assessments,assess_any_planned,recommended action,0
27,assessments,assess_any_both,recommended action,0
27,assessments,assess_climate,climate action,1
27,assessments,assess_cc_planned,climate action,0
27,assessments,assess_cc_both,climate action,1
27,assessments,assess_all,recommended action,1
27,design,design_any,general awareness,1
27,design,design_type_zoning,general awareness,0
27,design,design_type_boundaries,general awareness,1
27,design,design_resilience_all,recommended action,0
27,design,design_cc_all,climate action,1
27,design,design_cc_planned,climate action,1
27,design,design_cc_current,climate action,0
27,design,design_cc_resilient_all,climate action,1
27,design,design_cc_critical_all,climate action,0
27,design,design_cc_connect_all,climate action,0
27,design,design_cc_shifting_all,climate action,0
27,design,design_cc_refugia_all,climate action,0
27,design,design_adaptive_any,recommended action,1
27,design,design_adaptive_fully,recommended action,0
27,design,design_adaptive_zoning,recommended action,1
27,design,design_adaptive_both,recommended action,0
27,design,design_cc_adaptive,climate action,1
27,monitoring,monitor_any,general awareness,1
27,monitoring,monitor_planned,general awareness,0
27,monitoring,monitor_sci,recommended action,1
27,monitoring,monitor_soc,recommended action,1
27,monitoring,monitor_cc_explicit,climate action,1
27,monitoring,monitor_cc_implicit,recommended action,0
27,monitoring,monitor_cc_all,recommended action,1
27,monitoring,monitor_cc_research,climate action,1
27,adaptive management,mgmt_adapt,general awareness,1
27,adaptive management,mgmt_adapt_anymitigation,climate action,1
27,adaptive management,mgmt_adapt_protection,climate action,0
27,adaptive management,mgmt_adapt_green,climate action,0
27,adaptive management,mgmt_adapt_awareness,climate action,1
27,adaptive management,mgmt_adapt_limitation,climate action,1
27,adaptive management,threat_any,general awareness,1
27,adaptive management,threat_any_strat,recommended action,1
27,adaptive management,threat_any_cc,climate action,1
27,adaptive management,threat_compliance,general awareness,1
27,adaptive management,threat_compliance_strat,recommended action,1
27,adaptive management,threat_compliance_cc,climate action,1
27,adaptive management,threat_tourism,general awareness,1
27,adaptive management,threat_tourism_strat,recommended action,1
27,adaptive management,threat_tourism_cc,climate action,1
27,adaptive management,threat_pollution,general awareness,1
27,adaptive management,threat_pollution_strat,recommended action,1
27,adaptive management,threat_pollution_cc,climate action,1
27,adaptive management,threat_invasive,general awareness,1
27,adaptive management,threat_invasive_strat,recommended action,1
27,adaptive management,threat_invasive_cc,climate action,1
27,adaptive management,threat_habitat,general awareness,1
27,adaptive management,threat_habitat_strat,recommended action,1
27,adaptive management,threat_habitat_cc,climate action,0
28,climate change,climate_mention,climate action,0
28,climate change,climate_mention_only,climate action,0
28,climate change,climate_plan,climate action,0
28,climate change,climate_some,climate action,0
28,objectives,obj_cons_any,general awareness,1
28,objectives,obj_cons_sp,recommended action,0
28,objectives,obj_cons_unit,recommended action,0
28,objectives,obj_cons_both,recommended action,0
28,objectives,obj_mgmt_any,general awareness,1
28,objectives,obj_mgmt_lt,recommended action,1
28,objectives,obj_mgmt_eco,recommended action,1
28,objectives,obj_mgmt_monitor,recommended action,1
28,objectives,obj_mgmt_res,recommended action,1
28,objectives,obj_mgmt_ref,recommended action,1
28,objectives,obj_cc_any,climate action,0
28,objectives,obj_cc_gen,climate action,0
28,assessments,assess_threat,general awareness,1
28,assessments,assess_any,recommended action,0
28,assessments,assess_any_planned,recommended action,0
28,assessments,assess_any_both,recommended action,0
28,assessments,assess_climate,climate action,0
28,assessments,assess_cc_planned,climate action,0
28,assessments,assess_cc_both,climate action,0
28,assessments,assess_all,recommended action,0
28,design,design_any,general awareness,1
28,design,design_type_zoning,general awareness,0
28,design,design_type_boundaries,general awareness,1
28,design,design_resilience_all,recommended action,1
28,design,design_cc_all,climate action,0
28,design,design_cc_planned,climate action,0
28,design,design_cc_current,climate action,0
28,design,design_cc_resilient_all,climate action,0
28,design,design_cc_critical_all,climate action,0
28,design,design_cc_connect_all,climate action,0
28,design,design_cc_shifting_all,climate action,0
28,design,design_cc_refugia_all,climate action,0
28,design,design_adaptive_any,recommended action,1
28,design,design_adaptive_fully,recommended action,1
28,design,design_adaptive_zoning,recommended action,0
28,design,design_adaptive_both,recommended action,0
28,design,design_cc_adaptive,climate action,0
28,monitoring,monitor_any,general awareness,1
28,monitoring,monitor_planned,general awareness,0
28,monitoring,monitor_sci,recommended action,1
28,monitoring,monitor_soc,recommended action,1
28,monitoring,monitor_cc_explicit,climate action,0
28,monitoring,monitor_cc_implicit,recommended action,1
28,monitoring,monitor_cc_all,recommended action,1
28,monitoring,monitor_cc_research,climate action,0
28,adaptive management,mgmt_adapt,general awareness,1
28,adaptive management,mgmt_adapt_anymitigation,climate action,0
28,adaptive management,mgmt_adapt_protection,climate action,0
28,adaptive management,mgmt_adapt_green,climate action,0
28,adaptive management,mgmt_adapt_awareness,climate action,0
28,adaptive management,mgmt_adapt_limitation,climate action,0
28,adaptive management,threat_any,general awareness,1
28,adaptive management,threat_any_strat,recommended action,1
28,adaptive management,threat_any_cc,climate action,0
28,adaptive management,threat_compliance,general awareness,1
28,adaptive management,threat_compliance_strat,recommended action,1
28,adaptive management,threat_compliance_cc,climate action,0
28,adaptive management,threat_tourism,general awareness,0
28,adaptive management,threat_tourism_strat,recommended action,0
28,adaptive management,threat_tourism_cc,climate action,0
28,adaptive management,threat_pollution,general awareness,0
28,adaptive management,threat_pollution_strat,recommended action,0
28,adaptive management,threat_pollution_cc,climate action,0
28,adaptive management,threat_invasive,general awareness,0
28,adaptive management,threat_invasive_strat,recommended action,0
28,adaptive management,threat_invasive_cc,climate action,0
28,adaptive management,threat_habitat,general awareness,0
28,adaptive management,threat_habitat_strat,recommended action,0
28,adaptive management,threat_habitat_cc,climate action,0
29,climate change,climate_mention,climate action,0
29,climate change,climate_mention_only,climate action,0
29,climate change,climate_plan,climate action,0
29,climate change,climate_some,climate action,0
29,objectives,obj_cons_any,general awareness,1
29,objectives,obj_cons_sp,recommended action,1
29,objectives,obj_cons_unit,recommended action,1
29,objectives,obj_cons_both,recommended action,1
29,objectives,obj_mgmt_any,general awareness,1
29,objectives,obj_mgmt_lt,recommended action,1
29,objectives,obj_mgmt_eco,recommended action,1
29,objectives,obj_mgmt_monitor,recommended action,1
29,objectives,obj_mgmt_res,recommended action,1
29,objectives,obj_mgmt_ref,recommended action,1
29,objectives,obj_cc_any,climate action,0
29,objectives,obj_cc_gen,climate action,0
29,assessments,assess_threat,general awareness,1
29,assessments,assess_any,recommended action,0
29,assessments,assess_any_planned,recommended action,0
29,assessments,assess_any_both,recommended action,0
29,assessments,assess_climate,climate action,0
29,assessments,assess_cc_planned,climate action,0
29,assessments,assess_cc_both,climate action,0
29,assessments,assess_all,recommended action,0
29,design,design_any,general awareness,1
29,design,design_type_zoning,general awareness,0
29,design,design_type_boundaries,general awareness,1
29,design,design_resilience_all,recommended action,1
29,design,design_cc_all,climate action,0
29,design,design_cc_planned,climate action,0
29,design,design_cc_current,climate action,0
29,design,design_cc_resilient_all,climate action,0
29,design,design_cc_critical_all,climate action,0
29,design,design_cc_connect_all,climate action,0
29,design,design_cc_shifting_all,climate action,0
29,design,design_cc_refugia_all,climate action,0
29,design,design_adaptive_any,recommended action,0
29,design,design_adaptive_fully,recommended action,0
29,design,design_adaptive_zoning,recommended action,0
29,design,design_adaptive_both,recommended action,0
29,design,design_cc_adaptive,climate action,0
29,monitoring,monitor_any,general awareness,1
29,monitoring,monitor_planned,general awareness,0
29,monitoring,monitor_sci,recommended action,1
29,monitoring,monitor_soc,recommended action,1
29,monitoring,monitor_cc_explicit,climate action,0
29,monitoring,monitor_cc_implicit,recommended action,1
29,monitoring,monitor_cc_all,recommended action,1
29,monitoring,monitor_cc_research,climate action,0
29,adaptive management,mgmt_adapt,general awareness,1
29,adaptive management,mgmt_adapt_anymitigation,climate action,0
29,adaptive management,mgmt_adapt_protection,climate action,0
29,adaptive management,mgmt_adapt_green,climate action,0
29,adaptive management,mgmt_adapt_awareness,climate action,0
29,adaptive management,mgmt_adapt_limitation,climate action,0
29,adaptive management,threat_any,general awareness,1
29,adaptive management,threat_any_strat,recommended action,1
29,adaptive management,threat_any_cc,climate action,0
29,adaptive management,threat_compliance,general awareness,1
29,adaptive management,threat_compliance_strat,recommended action,1
29,adaptive management,threat_compliance_cc,climate action,0
